date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:47	1337/1337	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Aug%202025%2006:28:13%20GMT	https://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-search.css?v=165164710990765432851717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-searchcb83.css	(from https://www.sport-spiegels.nl/)
14:21:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2013:21:48%20GMT	http://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-menu-drawer.css?v=110695408305392539491717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-menu-drawer3c1b.css	(from https://www.sport-spiegels.nl/)
14:21:48	4644/4644	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Oct%202025%2007:49:59%20GMT	https://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-menu-drawer.css?v=110695408305392539491717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-menu-drawer3c1b.css	(from https://www.sport-spiegels.nl/)
14:21:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2013:21:48%20GMT	http://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-notification.css?v=54116361853792938221717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-notificationdb49.css	(from https://www.sport-spiegels.nl/)
14:21:48	2693/2693	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Nov%202025%2006:19:52%20GMT	https://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-notification.css?v=54116361853792938221717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-notificationdb49.css	(from https://www.sport-spiegels.nl/)
14:21:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2013:21:49%20GMT	http://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-items.css?v=127384614032664249911717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-itemsb2ef.css	(from https://www.sport-spiegels.nl/)
14:21:49	4743/4743	---MCZ	200	added ('OK')	text/css	date:Wed,%2005%20Nov%202025%2008:03:32%20GMT	https://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-items.css?v=127384614032664249911717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-itemsb2ef.css	(from https://www.sport-spiegels.nl/)
14:21:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2013:21:49%20GMT	http://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-price.css?v=70172745017360139101717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-price99a7.css	(from https://www.sport-spiegels.nl/)
14:21:49	1668/1668	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Oct%202025%2022:09:50%20GMT	https://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-price.css?v=70172745017360139101717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-price99a7.css	(from https://www.sport-spiegels.nl/)
14:21:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Nov%202025%2013:21:49%20GMT	http://www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-drawer.css?v=19530961819213608911717055716	C:/Users/xls/Downloads/sport-spiegels/www.sport-spiegels.nl/cdn/shop/t/2/assets/component-cart-drawer6f43.css	(from https://www.sport-spiegels.nl/)
